,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
772,773,a hamster with the fur of a lion and the claws of a bird of prey,"hamster, lion, bird of prey",False,Chimeras,,,"2082,2073,2142"
773,774,a squirrel with the scales of a fish and the horns of a goat,"squirrel, fish, goat",False,Chimeras,,,"2030,1821,1995"
774,775,a deer with the horns of a ram and the fur of a lion,"deer, ram, lion",False,Chimeras,,,"2013,2130,2073"
775,776,a bear with the body of a snake and the head of a crocodile,"bear, snake, crocodile",False,Chimeras,,,"1891,1839,2050"
776,777,a bear with the wings of an eagle and the tail of a dragon,"bear, eagle, dragon",False,Chimeras,,,"1891,2028,1862"
777,778,a hamster with the fur of a lion and the wings of a bat,"hamster, lion, bat",False,Chimeras,,,"2082,2073,2140"
778,779,a cow with the wings of a bird and the tail of a scorpion,"cow, bird, scorpion",False,Chimeras,,,"1889,1837,2141"
779,780,a dolphin with the fur of a bear and the wings of a seagull,"dolphin, bear, seagull",False,Chimeras,,,"2053,1891,2005"
780,781,a dolphin with the legs of a deer and the wings of a seagull,"dolphin, deer, seagull",False,Chimeras,,,"2053,2013,2005"
781,782,a squirrel with the scales of a fish and the wings of a dragon,"squirrel, fish, dragon",False,Chimeras,,,"2030,1821,1862"
782,783,a wolf with the fur of a polar bear and the wings of a seagull,"wolf, polar bear, seagull",False,Chimeras,,,"2024,2129,2005"
783,784,a koala with the fur of a sheep and the tail of a beaver,"koala, sheep, beaver",False,Chimeras,,,"2143,1824,1999"
784,785,a monkey with the tail of a scorpion and the wings of a bat,"monkey, scorpion, bat",False,Chimeras,,,"2084,2141,2140"
785,786,a polar bear with the horns of a ram and the fins of a shark,"polar bear, ram, shark",False,Chimeras,,,"2129,2130,2144"
786,787,a hamster with the fur of a tiger and the tail of a fox,"hamster, tiger, fox",False,Chimeras,,,"2082,2077,2037"
787,788,a beaver with the tail of a crocodile and the fur of a polar bear,"beaver, crocodile, polar bear",False,Chimeras,,,"1999,2050,2129"
788,789,a fox with the wings of a bat and the tail of a lion,"fox, bat, lion",False,Chimeras,,,"2037,2140,2073"
789,790,a fox with the wings of a bat and the horns of a ram,"fox, bat, ram",False,Chimeras,,,"2037,2140,2130"
790,791,a zebra with the mane of a lion and the wings of a bat,"zebra, lion, bat",False,Chimeras,,,"1904,2073,2140"
791,792,a snake with the wings of a bat and the head of a crocodile,"snake, bat, crocodile",False,Chimeras,,,"1839,2140,2050"
792,793,a squirrel with the scales of a fish and the fur of a polar bear,"squirrel, fish, polar bear",False,Chimeras,,,"2030,1821,2129"
793,794,a monkey with the tail of a scorpion and the horns of a ram,"monkey, scorpion, ram",False,Chimeras,,,"2084,2141,2130"
794,795,a hippopotamus with the fur of a lion and the tusks of a boar,"hippopotamus, lion, boar",False,Chimeras,,,"2135,2073,2145"
795,796,a kangaroo with the horns of a ram and the fur of polar bear,"kangaroo, ram, polar bear",False,Chimeras,,,"2034,2130,2129"
796,797,a zebra with the mane of a lion and the tail of a horse,"zebra, lion, horse",False,Chimeras,,,"1904,2073,2048"
797,798,a tiger with the antlers of a deer and the claws of a bird of prey,"tiger, deer, bird of prey",False,Chimeras,,,"2077,2013,2142"
798,799,a raccoon with the wings of a bat and the claws of a bird of prey,"raccoon, bat, bird of prey",False,Chimeras,,,"2026,2140,2142"
799,800,a moose with the fur of a bear and the wings of a bat,"moose, bear, bat",False,Chimeras,,,"2019,1891,2140"
800,801,two chairs,chair,True,Counting,2,,1894
801,802,two boats,boat,True,Counting,2,,1814
802,803,two cars,car,True,Counting,2,,1826
803,804,two busses,bus,True,Counting,2,,1883
804,805,two vases,vase,True,Counting,2,,1943
805,806,two hats,hat,True,Counting,2,,2003
806,807,two beds,bed,True,Counting,2,,1938
807,808,two cats,cat,True,Counting,2,,1847
808,809,two knives,knife,True,Counting,2,,1836
809,810,three bottles,bottle,True,Counting,3,,1934
810,811,three bicycles,bicycle,True,Counting,3,,1880
811,812,three snowboards,snowboard,True,Counting,3,,1915
812,813,three remotes,remote,True,Counting,3,,1914
813,814,three tvs,tv,True,Counting,3,,2047
814,815,three carrots,carrot,True,Counting,3,,1906
815,816,three spoons,spoon,True,Counting,3,,1861
816,817,three trains,train,True,Counting,3,,1912
817,818,three pizzas,pizza,True,Counting,3,,1930
818,819,four ovens,oven,True,Counting,4,,2146
819,820,four bananas,banana,True,Counting,4,,1863
820,821,four giraffes,giraffe,True,Counting,4,,1865
821,822,four windows,window,True,Counting,4,,1979
822,823,four bears,bear,True,Counting,4,,1891
823,824,four doors,door,True,Counting,4,,1963
824,825,four sinks,sink,True,Counting,4,,1905
825,826,four remotes,remote,True,Counting,4,,1914
826,827,four potted plants,potted plant,True,Counting,4,,1931
827,828,five couches,couch,True,Counting,5,,1913
828,829,five frisbees,frisbee,True,Counting,5,,1926
829,830,five zebras,zebra,True,Counting,5,,1904
830,831,five kites,kite,True,Counting,5,,1896
831,832,five fire hydrants,fire hydrant,True,Counting,5,,1923
832,833,five pizzas,pizza,True,Counting,5,,1930
833,834,five desks,desk,True,Counting,5,,1855
834,835,five sinks,sink,True,Counting,5,,1905
835,836,five microwaves,microwave,True,Counting,5,,1910
836,837,six cell phones,cell phone,True,Counting,6,,1898
837,838,six ties,tie,True,Counting,6,,1933
838,839,six doors,door,True,Counting,6,,1963
839,840,six vases,vase,True,Counting,6,,1943
840,841,six benches,bench,True,Counting,6,,1893
841,842,six chairs,chair,True,Counting,6,,1894
842,843,six forks,fork,True,Counting,6,,1869
843,844,six frisbees,frisbee,True,Counting,6,,1926
844,845,six stop signs,stop sign,True,Counting,6,,1908
845,846,seven bananas,banana,True,Counting,7,,1863
846,847,seven potted plants,potted plant,True,Counting,7,,1931
847,848,seven sports balls,sports ball,True,Counting,7,,1922
848,849,seven forks,fork,True,Counting,7,,1869
849,850,seven trucks,truck,True,Counting,7,,1918
850,851,seven bowls,bowl,True,Counting,7,,1903
851,852,seven chairs,chair,True,Counting,7,,1894
852,853,seven airplanes,airplane,True,Counting,7,,1897
853,854,seven bottles,bottle,True,Counting,7,,1934
854,855,eight cups,cup,True,Counting,8,,1885
855,856,eight elephants,elephant,True,Counting,8,,1838
856,857,eight people,person,True,Counting,8,,2046
857,858,eight baseball bats,baseball bat,True,Counting,8,,2049
858,859,eight cakes,cake,True,Counting,8,,1892
859,860,eight fire hydrants,fire hydrant,True,Counting,8,,1923
860,861,eight cell phones,cell phone,True,Counting,8,,1898
861,862,eight ovens,oven,True,Counting,8,,2146
862,863,eight spoons,spoon,True,Counting,8,,1861
863,864,nine elephants,elephant,True,Counting,9,,1838
864,865,nine laptops,laptop,True,Counting,9,,1935
865,866,nine umbrellas,umbrella,True,Counting,9,,1907
866,867,nine busses,bus,True,Counting,9,,1883
867,868,nine keyboards,keyboard,True,Counting,9,,1895
868,869,nine desks,desk,True,Counting,9,,1855
869,870,nine cats,cat,True,Counting,9,,1847
870,871,nine oranges,orange,True,Counting,9,,2045
871,872,nine bears,bear,True,Counting,9,,1891
872,873,ten mice,mouse,True,Counting,10,,1858
873,874,ten ties,tie,True,Counting,10,,1933
874,875,ten remotes,remote,True,Counting,10,,1914
875,876,ten donuts,donut,True,Counting,10,,1927
876,877,ten hair driers,hair drier,True,Counting,10,,1890
877,878,ten knives,knife,True,Counting,10,,1836
878,879,ten apples,apple,True,Counting,10,,1825
879,880,ten stop signs,stop sign,True,Counting,10,,1908
880,881,ten trains,train,True,Counting,10,,1912
881,882,eleven baseball bats,baseball bat,True,Counting,11,,2049
882,883,eleven chairs,chair,True,Counting,11,,1894
883,884,eleven books,book,True,Counting,11,,1924
884,885,eleven cell phones,cell phone,True,Counting,11,,1898
885,886,eleven hot dogs,hot dog,True,Counting,11,,1916
886,887,eleven bananas,banana,True,Counting,11,,1863
887,888,eleven shoes,shoe,True,Counting,11,,1991
888,889,eleven spoons,spoon,True,Counting,11,,1861
889,890,eleven carrots,carrot,True,Counting,11,,1906
890,891,twelve busses,bus,True,Counting,12,,1883
891,892,twelve toothbrushes,toothbrush,True,Counting,12,,1813
892,893,twelve bananas,banana,True,Counting,12,,1863
893,894,twelve sheep,sheep,True,Counting,12,,1824
894,895,twelve microwaves,microwave,True,Counting,12,,1910
895,896,twelve chairs,chair,True,Counting,12,,1894
896,897,twelve skateboards,skateboard,True,Counting,12,,1899
897,898,twelve wine glasses,wine glass,True,Counting,12,,1932
898,899,twelve birds,bird,True,Counting,12,,1837
899,900,two books,book,True,Counting,2,,1924
900,901,"A billboard advertising ""Explore the Great Barrier Reef""",billboard,False,Text rendering,Explore the Great Barrier Reef,,2147
901,902,"A menu at a restaurant that has the dish ""Beef Wellington"" listed",menu,False,Text rendering,Beef Wellington,,2148
902,903,"A newspaper with the headline ""First woman elected President"" written on it",newspaper,False,Text rendering,First woman elected President,,2149
903,904,"A map with the legend ""North, South, East, West"" written on it",map,False,Text rendering,"North, South, East, West",,2150
904,905,"A menu at a restaurant that has the dish ""Sushi"" listed",menu,False,Text rendering,Sushi,,2148
905,906,"A train with the destination ""Grand Central Station"" written on the front",train,False,Text rendering,Grand Central Station,,1912
906,907,"A book with the title ""Vegan Recipes"" written on the cover",book,False,Text rendering,Vegan Recipes,,1924
907,908,"A menu at a restaurant that has the dish ""Spaghetti Carbonara"" listed",menu,False,Text rendering,Spaghetti Carbonara,,2148
908,909,"A laptop with a sticker that says ""Microsoft Windows 10""",laptop,False,Text rendering,Microsoft Windows 10,,1935
909,910,"A plane with the destination ""London Heathrow Airport"" written on the front",plane,False,Text rendering,London Heathrow Airport,,2103
910,911,"A store window with the words ""Sale - 50% off"" written on it",store window,False,Text rendering,Sale - 50% off,,2151
911,912,"A billboard advertising ""Visit the Grand Canyon""",billboard,False,Text rendering,Visit the Grand Canyon,,2147
912,913,"A poster with the slogan ""Recycle Now"" written on it",poster,False,Text rendering,Recycle Now,,2152
913,914,"A label on a jar of honey that says ""Wildflower Honey"" written on it",jar,False,Text rendering,Wildflower Honey,,1810
914,915,"A billboard advertising ""Visit the Taj Mahal""",billboard,False,Text rendering,Visit the Taj Mahal,,2147
915,916,"A receipt from a gas station that says ""Shell"" written on it",receipt,False,Text rendering,Shell,,2153
916,917,"A map with the legend ""Mountains, Rivers, Cities"" written on it",map,False,Text rendering,"Mountains, Rivers, Cities",,2150
917,918,"A business card with the name ""Jane Smith"" and the title ""Marketing Manager"" written on it",business card,False,Text rendering,"Jane Smith, Marketing Manager",,2154
918,919,"A book with the title ""One Hundred Years of Solitude"" written on the cover",book,False,Text rendering,One Hundred Years of Solitude,,1924
919,920,"A store window with the words ""Winter Clearance"" written on it",store window,False,Text rendering,Winter Clearance,,2151
920,921,"A t-shirt with the band name ""Grateful Dead"" written on it",t-shirt,False,Text rendering,Grateful Dead,,1854
921,922,"A notebook with the words ""Memories"" written on the front cover",notebook,False,Text rendering,Memories,,2155
922,923,"A book with the title ""The Lord of the Rings"" written on the cover",book,False,Text rendering,The Lord of the Rings,,1924
923,924,"A poster with the slogan ""Stop Global Warming"" written on it",poster,False,Text rendering,Stop Global Warming,,2152
924,925,"A laptop with a sticker that says ""Dell"" written on it",laptop,False,Text rendering,Dell,,1935
925,926,"A notebook with the words ""To-do List"" written on the front cover",notebook,False,Text rendering,To-do List,,2155
926,927,"A notebook with the words ""Notes"" written on the front cover",notebook,False,Text rendering,Notes,,2155
927,928,"A notebook with the words ""Travel Journal"" written on the front cover",notebook,False,Text rendering,Travel Journal,,2155
928,929,"A menu at a restaurant that has the dish ""Chateaubriand"" listed",restaurant menu,False,Text rendering,Chateaubriand,,2156
929,930,"A contract with the words ""Lease Agreement"" written on it",contract,False,Text rendering,Lease Agreement,,2157
930,931,"A poster with the slogan ""Save the Whales""",poster,False,Text rendering,Save the Whales,,2152
931,932,"A book with the title ""War and Peace"" written on the cover",book,False,Text rendering,War and Peace,,1924
932,933,"A bottle of champagne with the label ""Moet & Chandon"" written on it",champagne bottle,False,Text rendering,Moet & Chandon,,2158
933,934,"A receipt from a clothing store that says ""Nike"" written on it",receipt,False,Text rendering,Nike,,2153
934,935,"A bottle of perfume with the label ""Dior J'adore"" written on it",perfume bottle,False,Text rendering,Dior J'adore,,2159
935,936,"A ticket stub from a movie that says ""Avengers: Endgame"" written on it",ticket,False,Text rendering,Avengers: Endgame,,2160
936,937,"A boat with the destination ""The Caribbean"" written on the front",boat,False,Text rendering,The Caribbean,,1814
937,938,"A store window with the words ""Back to School"" written on it",store,False,Text rendering,Back to School,,1985
938,939,"A receipt from a pharmacy that says ""CVS"" written on it",receipt,False,Text rendering,CVS,,2153
939,940,"A contract with the words ""Non-disclosure Agreement"" written on it",contract,False,Text rendering,Non-disclosure Agreement,,2157
940,941,"A book with the title ""The Great Gatsby"" written on the cover",book,False,Text rendering,The Great Gatsby,,1924
941,942,"A newspaper with the headline ""US wins World Cup"" written on it",newspaper,False,Text rendering,US wins World Cup,,2149
942,943,"A license plate that says ""Illinois - The Prairie State""",license plate,False,Text rendering,Illinois - The Prairie State,,2161
